6.619505931583802294e+00	1.078409395821488026e+01
7.744460443703331975e+00	1.083551497480100423e+01
4.551419906229995149e+00	1.020348227996310442e+01
4.548245799062982542e+00	9.454241007667095076e+00
3.819173446834042807e+00	8.464520261899304288e+00
3.613812282774148343e+00	7.930660488359915661e+00
1.351314682770549780e+00	7.323593196726132071e+00
0.000000000000000000e+00	6.561810522253384903e+00
5.341395985331871543e-01	6.047925435701226426e+00
5.341395985331871543e-01	5.503113208261302347e+00
5.182418648712427967e-01	5.167778930276774041e+00
1.190340839116288407e-03	4.898787218646754482e+00
3.967828772601933451e-04	4.542331478568052638e+00
3.967828772601933451e-04	4.213304916303449055e+00
1.983914386300966726e-04	3.760065934690426825e+00
5.951743158902900177e-04	3.562341733171756619e+00
1.983914386300966726e-04	3.256199858530282931e+00
1.983914386300966726e-04	3.034631923249940133e+00
0.000000000000000000e+00	2.656083408481541230e+00
0.000000000000000000e+00	2.499599367099170966e+00
0.000000000000000000e+00	2.331851353708108032e+00
0.000000000000000000e+00	2.061534251646092386e+00
0.000000000000000000e+00	1.859065063434587772e+00
0.000000000000000000e+00	1.665422579369922662e+00
0.000000000000000000e+00	1.498189744403674695e+00
0.000000000000000000e+00	1.346042161807305071e+00
0.000000000000000000e+00	1.234086526503638037e+00
0.000000000000000000e+00	1.104832349823318349e+00
0.000000000000000000e+00	1.027505305044168926e+00
0.000000000000000000e+00	8.881500472694408010e-01
0.000000000000000000e+00	8.212168009610469888e-01
0.000000000000000000e+00	7.253817659807784146e-01
0.000000000000000000e+00	6.925393686470329158e-01
0.000000000000000000e+00	6.330136084633058990e-01
0.000000000000000000e+00	5.792974982717111754e-01
0.000000000000000000e+00	5.462254548494286377e-01
0.000000000000000000e+00	5.032932569837867964e-01
0.000000000000000000e+00	4.744921755717569911e-01
0.000000000000000000e+00	4.430295960028653446e-01
0.000000000000000000e+00	4.140443031626167003e-01
0.000000000000000000e+00	3.712218659746014393e-01
0.000000000000000000e+00	3.499885872637946704e-01
0.000000000000000000e+00	3.251220921729839342e-01
0.000000000000000000e+00	3.127267370554998593e-01
0.000000000000000000e+00	2.989727820416675508e-01
0.000000000000000000e+00	2.928015777954499077e-01
0.000000000000000000e+00	2.619701521803610711e-01
0.000000000000000000e+00	2.491186566218165921e-01
0.000000000000000000e+00	2.226805982232955838e-01
0.000000000000000000e+00	2.026677117237748460e-01
0.000000000000000000e+00	1.927175703100147131e-01
0.000000000000000000e+00	1.819800563395953530e-01
0.000000000000000000e+00	1.624961824492497098e-01
0.000000000000000000e+00	1.535220002775578851e-01
0.000000000000000000e+00	1.439031629217415176e-01
0.000000000000000000e+00	1.313612012634157167e-01
0.000000000000000000e+00	9.994065186912072518e-02
0.000000000000000000e+00	9.275221648876670610e-02
0.000000000000000000e+00	8.771170265276281852e-02
0.000000000000000000e+00	8.284620637676501365e-02
0.000000000000000000e+00	7.531089353431544287e-02
0.000000000000000000e+00	6.833662850012559020e-02
0.000000000000000000e+00	6.336733731263659297e-02
0.000000000000000000e+00	6.014115917160059444e-02
0.000000000000000000e+00	5.475500827242475027e-02
0.000000000000000000e+00	5.311971951356327104e-02
0.000000000000000000e+00	4.981436888917016581e-02
0.000000000000000000e+00	4.678087907171857296e-02
0.000000000000000000e+00	4.440760837833011149e-02
0.000000000000000000e+00	4.054821348336569431e-02
0.000000000000000000e+00	3.596054313503505712e-02
0.000000000000000000e+00	3.500171017897173165e-02
0.000000000000000000e+00	3.296534567236524688e-02
0.000000000000000000e+00	2.852895618684196319e-02
0.000000000000000000e+00	2.830398555423888421e-02
0.000000000000000000e+00	2.725954082927254871e-02
0.000000000000000000e+00	2.575243383974547273e-02
0.000000000000000000e+00	2.579205239002912292e-02
0.000000000000000000e+00	2.337246973651379775e-02
0.000000000000000000e+00	2.232126263589293697e-02
0.000000000000000000e+00	2.177900156839408796e-02
0.000000000000000000e+00	2.021867028622352860e-02
0.000000000000000000e+00	1.963716013797144055e-02
0.000000000000000000e+00	1.916775372001495656e-02
0.000000000000000000e+00	1.859264941307969821e-02
0.000000000000000000e+00	1.707211381821309784e-02
0.000000000000000000e+00	1.686043369520480797e-02
0.000000000000000000e+00	1.670192569247319625e-02
0.000000000000000000e+00	1.586896033598937661e-02
0.000000000000000000e+00	1.550525360559333946e-02
0.000000000000000000e+00	1.477127646190391948e-02
0.000000000000000000e+00	1.405726987109214184e-02
0.000000000000000000e+00	1.327044754374355831e-02
0.000000000000000000e+00	1.182257885538244048e-02
0.000000000000000000e+00	1.211352205527494591e-02
0.000000000000000000e+00	1.161743439284066391e-02
0.000000000000000000e+00	1.147194551990461837e-02
0.000000000000000000e+00	1.153809988226441909e-02
0.000000000000000000e+00	1.151836695925301940e-02
0.000000000000000000e+00	1.145890121357524480e-02
0.000000000000000000e+00	1.143898492941749188e-02
0.000000000000000000e+00	1.118776728705483947e-02
0.000000000000000000e+00	1.102902218925786750e-02
0.000000000000000000e+00	1.106215236259136710e-02
0.000000000000000000e+00	1.077120682509094714e-02
0.000000000000000000e+00	1.017607822506931894e-02
0.000000000000000000e+00	9.977691461972425929e-03
0.000000000000000000e+00	9.666793546533844136e-03
0.000000000000000000e+00	9.441953292936015180e-03
0.000000000000000000e+00	9.164278776931192652e-03
0.000000000000000000e+00	8.489885282437133543e-03
0.000000000000000000e+00	8.483278987899705095e-03
0.000000000000000000e+00	8.238606343917353678e-03
0.000000000000000000e+00	8.112958173080641808e-03
0.000000000000000000e+00	8.218761485570288614e-03
0.000000000000000000e+00	8.146016399720679146e-03
0.000000000000000000e+00	8.337789075809117628e-03
0.000000000000000000e+00	8.351022704357547594e-03
0.000000000000000000e+00	8.423752205409111224e-03
0.000000000000000000e+00	8.470031332961980297e-03
0.000000000000000000e+00	8.489873074159959634e-03
0.000000000000000000e+00	8.212126099157520884e-03
0.000000000000000000e+00	8.767560049345016551e-03
0.000000000000000000e+00	8.701476322481955725e-03
0.000000000000000000e+00	8.364222305906802643e-03
0.000000000000000000e+00	8.390645666097876904e-03
0.000000000000000000e+00	8.040164515749854968e-03
0.000000000000000000e+00	7.656649552297760224e-03
0.000000000000000000e+00	7.570670059005617063e-03
0.000000000000000000e+00	7.484723812499775343e-03
0.000000000000000000e+00	7.359074343070422936e-03
0.000000000000000000e+00	7.259891351434551686e-03
0.000000000000000000e+00	7.531015148183921142e-03
0.000000000000000000e+00	7.405372691882424092e-03
0.000000000000000000e+00	7.484724851552945236e-03
0.000000000000000000e+00	7.537620403774288394e-03
0.000000000000000000e+00	7.716156334312055526e-03
0.000000000000000000e+00	7.564065582288511704e-03
0.000000000000000000e+00	7.656642798854325534e-03
0.000000000000000000e+00	7.616968667140137407e-03
0.000000000000000000e+00	7.524388073815657489e-03
0.000000000000000000e+00	7.557449936833411999e-03
0.000000000000000000e+00	7.762439098242642638e-03
0.000000000000000000e+00	7.802115827444330159e-03
0.000000000000000000e+00	7.577276353030507582e-03
0.000000000000000000e+00	7.689694012231029947e-03
0.000000000000000000e+00	7.676464020190110031e-03
0.000000000000000000e+00	7.868239813315842587e-03
0.000000000000000000e+00	7.788896744636038608e-03
